user_id,product_id,rating,rating_count
AHBAT6VLOXWGYDL57KHCNCLPXAKA,B08Y1TFSP6,3.9,24871.0
AF7NDY2H6JVYTSQOZP76GCATQ34Q,B08Y1TFSP6,3.9,24871.0
AFV7ZA733ZLME4KNLZPMPCBUNPPA,B08Y1TFSP6,3.9,24871.0
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,B08Y1TFSP6,3.9,24871.0
AH2WGV2PEBUTICRPBEEVKF24G5LA,B08Y1TFSP6,3.9,24871.0
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08Y1TFSP6,3.9,24871.0
AG7C6DAADCTRQJG2BRS3RIKDT52Q,B08WRWPM22,4.1,15188.0
AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,B08WRWPM22,4.1,15188.0
AER5ZGIXXVYG3AWZTRZT7M2BYCEA,B08WRWPM22,4.1,15188.0
AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,B08WRWPM22,4.1,15188.0
AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,B08WRWPM22,4.1,15188.0
AHNM2XVU745EDPNGUOAG74PTSNRA,B08WRWPM22,4.1,15188.0
AH5RWQ4S72IVLZD6O75OPCFIVDXQ,B08WRWPM22,4.1,15188.0
AG322TYKVPLPBDXE7ABEUK5QTALQ,B08WRWPM22,4.1,15188.0
AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,B08DDRGWTJ,4.3,30411.0
AF74RSGCHPZITVFSZN76K6GKPICA,B08DDRGWTJ,4.3,30411.0
AHDD7ZNB47QA2JLYU53HD4ML3VNQ,B08DDRGWTJ,4.3,30411.0
AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,B08DDRGWTJ,4.3,30411.0
AEJU4L3ZM2GTILSJZZSNSF6VUOIA,B08DDRGWTJ,4.3,30411.0
AFVD66VQMSHPDT3A6HBBBGKRXBZA,B08DDRGWTJ,4.3,30411.0
AELKHQXVSSG6NHXLFJLLNEFRQQUQ,B08DDRGWTJ,4.3,30411.0
AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,B08DDRGWTJ,4.3,30411.0
AGV3IEFANZCKECFGUM42MRH5FNOA,B008IFXQFU,4.2,179691.0
AEBO7NWCNXKT4AESAN443HQH35FQ,B008IFXQFU,4.2,179691.0
AE7GD3VRRYQEAHDR7FXJIR23INYA,B008IFXQFU,4.2,179691.0
AHPAW24BI5X2GCX5M2LHI72VSJJQ,B008IFXQFU,4.2,179691.0
AE2VXY4CFO36MDSIMPG43XHNF4GA,B008IFXQFU,4.2,179691.0
AHHQEKUNVETALN7DTRHUQ2WAWEKQ,B008IFXQFU,4.2,179691.0
AFMIFTNTUD5PIHGONWOTRMMZ5EBA,B008IFXQFU,4.2,179691.0
AHOJBIZVVIIFJKRREY4B6ESVA4KA,B008IFXQFU,4.2,179691.0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B082LZGK39,4.0,43994.0
AGYYVPDD7YG7FYNBXNGXZJT525AQ,B082LZGK39,4.0,43994.0
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,B082LZGK39,4.0,43994.0
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,B082LZGK39,4.0,43994.0
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,B082LZGK39,4.0,43994.0
AEPSWFPNECKO34PUC7I56ITGXR6Q,B082LZGK39,4.0,43994.0
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,B082LZGK39,4.0,43994.0
AH4QT33M55677I7ISQOAKEQWACYQ,B082LZGK39,4.0,43994.0
AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,B08CF3D7QR,4.3,13391.0
AGTTU64JMX722LYCN3SOWLFPKPAQ,B08CF3D7QR,4.3,13391.0
AFWD4ZTM7473CDWARHCDQKK73MTA,B08CF3D7QR,4.3,13391.0
AEXCQM3FDLX3YL3UJWWUIAIUJT4A,B08CF3D7QR,4.3,13391.0
AHUKYUWRUVRTB3IQGISXWTSPAWLQ,B08CF3D7QR,4.3,13391.0
AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,B08CF3D7QR,4.3,13391.0
AFM5JL37WY7G6MLQUI4WAXUJME7Q,B08CF3D7QR,4.3,13391.0
AFECO24WYFOU2KL7C3DMHTEHRU7Q,B08CF3D7QR,4.3,13391.0
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,B0789LZTCJ,4.2,94363.0
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,B0789LZTCJ,4.2,94363.0
AH725ST5NW2Y4JZPKUNTIJCUK2BA,B0789LZTCJ,4.2,94363.0
AHV3TXIFCJPMS4D5JATCEUR266MQ,B0789LZTCJ,4.2,94363.0
AGWIGDEMFIIUAOXYY2QATNBSUGHA,B0789LZTCJ,4.2,94363.0
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,B0789LZTCJ,4.2,94363.0
AGAKDNBHY2FKX7I4ACRGILU7QL7A,B0789LZTCJ,4.2,94363.0
AFNWJUWJRHCC6HN52KMG5AKZY37Q,B0789LZTCJ,4.2,94363.0
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,B07KSMBL2H,4.4,426973.0
AFY5TVFOMVHGBPBTIJODYDQRZM5Q,B07KSMBL2H,4.4,426973.0
AE3O6366WGEQAANKJ76QETTUQQTQ,B07KSMBL2H,4.4,426973.0
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B07KSMBL2H,4.4,426973.0
AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,B07KSMBL2H,4.4,426973.0
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B07KSMBL2H,4.4,426973.0
AH77IQRYD54XCRMCO7XEAIAYCLPA,B07KSMBL2H,4.4,426973.0
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B07KSMBL2H,4.4,426973.0
AGUAYQHARAKR2VZTRP276KAGETKQ,B085DTN6R2,4.2,2262.0
AFKTST2773VUOKUHE7FCR6QCAURQ,B085DTN6R2,4.2,2262.0
AEGLHOQOWUUUQEDV6EWXTSHIUE7A,B085DTN6R2,4.2,2262.0
AEHQYGI5L4FFALBMC5XMT5KXSZCA,B085DTN6R2,4.2,2262.0
AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,B085DTN6R2,4.2,2262.0
AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,B085DTN6R2,4.2,2262.0
AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,B085DTN6R2,4.2,2262.0
AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,B085DTN6R2,4.2,2262.0
AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,B09KLVMZ3B,4.1,4768.0
AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,B09KLVMZ3B,4.1,4768.0
AE642RIGZIT2VPQJOLNUZ34QVWJQ,B09KLVMZ3B,4.1,4768.0
AFLHNKQH5UQZU3ATISKSMRE2KEDQ,B09KLVMZ3B,4.1,4768.0
AF2L4MCRCIDOOREQJN7QPQ4QBZCA,B09KLVMZ3B,4.1,4768.0
AGKLZ4SUHAU47KJXDVHBBEWJODUA,B09KLVMZ3B,4.1,4768.0
AHESCOYXLCXB56F4JO45X4CZQCYA,B09KLVMZ3B,4.1,4768.0
AGGHDE6KFZHEDUDJBD5R27AYMEWA,B09KLVMZ3B,4.1,4768.0
AGSGSRTEZBQY64WO2HKQTV7TWFSA,B083342NKJ,4.4,18757.0
AEYD5HVYAJ23CR6PTWOOIKUOIDHA,B083342NKJ,4.4,18757.0
AFRMNW6TDHDZBP2UHF2K3MEAEYUA,B083342NKJ,4.4,18757.0
AHICHCW6EC3BNV2IDAEAJPBG4HZQ,B083342NKJ,4.4,18757.0
AGWFKE7RNP6EVC4JFLFSL76EEVVQ,B083342NKJ,4.4,18757.0
AGEOQQHGNELZNEUKJAJUA7NTPBLA,B083342NKJ,4.4,18757.0
AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,B083342NKJ,4.4,18757.0
AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,B083342NKJ,4.4,18757.0
AHEVOQADJSSRX7DS325HSFLMP7VQ,B0B6F7LX4C,4.2,32840.0
AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,B0B6F7LX4C,4.2,32840.0
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0B6F7LX4C,4.2,32840.0
AHUJZOV34DFEN55QQ5XOYKVKHV6Q,B0B6F7LX4C,4.2,32840.0
AELX4DI77ZHURZTDLYFU7XMP7R6Q,B0B6F7LX4C,4.2,32840.0
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B0B6F7LX4C,4.2,32840.0
AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,B0B6F7LX4C,4.2,32840.0
AGGRC2P6M43GDEWCAHGYAILCSKTQ,B0B6F7LX4C,4.2,32840.0
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B082LSVT4B,4.0,43994.0
AGYYVPDD7YG7FYNBXNGXZJT525AQ,B082LSVT4B,4.0,43994.0
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,B082LSVT4B,4.0,43994.0
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,B082LSVT4B,4.0,43994.0
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,B082LSVT4B,4.0,43994.0
AEPSWFPNECKO34PUC7I56ITGXR6Q,B082LSVT4B,4.0,43994.0
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,B082LSVT4B,4.0,43994.0
AH4QT33M55677I7ISQOAKEQWACYQ,B082LSVT4B,4.0,43994.0
AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,B08WRBG3XW,4.1,13045.0
AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,B08WRBG3XW,4.1,13045.0
AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,B08WRBG3XW,4.1,13045.0
AFLIHOX2HH7S2OJAD63UAHKMY34Q,B08WRBG3XW,4.1,13045.0
AEHBE4U3HD6G2TMSHKE7TNZYOWCA,B08WRBG3XW,4.1,13045.0
AFHKIURZM4R62UEXTOCZLI2FPQ6A,B08WRBG3XW,4.1,13045.0
AEW6K4E5A4RUWRFFUDINQE5WWBSQ,B08WRBG3XW,4.1,13045.0
AG4LMDCRAAKD4U2FZ6B6N75KTHXA,B08WRBG3XW,4.1,13045.0
AHBNKB74LGTYUOKPAJBSKNFV45CA,B08DPLCM6T,4.3,11976.0
AFIECTV45ADX5YPTE2VU6ORRHTGQ,B08DPLCM6T,4.3,11976.0
AFDUJI7KG7VMZF4JGJHV4DBCA4OA,B08DPLCM6T,4.3,11976.0
AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,B08DPLCM6T,4.3,11976.0
AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,B08DPLCM6T,4.3,11976.0
AEM2Y22BKLFYL5BK7SC56Q75ODOQ,B08DPLCM6T,4.3,11976.0
AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,B08DPLCM6T,4.3,11976.0
AFCEDQXVCB4LUUBWXRJS6KRU62FQ,B08DPLCM6T,4.3,11976.0
AFNYIBWKJLJQKY4BGK77ZOTVMORA,B09C6HXFC1,4.5,815.0
AFCTNNMP2LZLY5466YJ5AY3JE5ZA,B09C6HXFC1,4.5,815.0
AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,B09C6HXFC1,4.5,815.0
AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,B09C6HXFC1,4.5,815.0
AFBZMRHC4GXUU7KNAK4OBKORDF6Q,B09C6HXFC1,4.5,815.0
AHSIQL276K7X2UP72QOOOWNVRSXA,B09C6HXFC1,4.5,815.0
AF3D6X5NQWOBOEVVH2Y37N55AKZQ,B09C6HXFC1,4.5,815.0
AFWOTSQXCQJLZ653Y7ACEZADKGYQ,B09C6HXFC1,4.5,815.0
AEO5FHWNOSFBT554DKQAG4ICBGFQ,B085194JFL,3.7,10962.0
AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,B085194JFL,3.7,10962.0
AFD53TWXXCPJAYQJ7REZPW34AKKQ,B085194JFL,3.7,10962.0
AHBMHE56M3IAD7Z4KXUKREAZX3WQ,B085194JFL,3.7,10962.0
AFR4YULNFZZC5DJOWH2KNFAOM6BQ,B085194JFL,3.7,10962.0
AEP5UMK4KDMGZGBHBLZDB2R37OMA,B085194JFL,3.7,10962.0
AHLKQWAPXICPCSCIPIF6C6FOENOQ,B085194JFL,3.7,10962.0
AHTBS46SCEBGWK4SUH3FOQEORR3Q,B085194JFL,3.7,10962.0
AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,B09F6S8BT6,4.3,16299.0
AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,B09F6S8BT6,4.3,16299.0
AFURD6VVHRG4HZ36KXGXYUTVUDLA,B09F6S8BT6,4.3,16299.0
AHJF5BZJNDLXJXSW74ZPLHGO7GUA,B09F6S8BT6,4.3,16299.0
AFUS52CHEA75E2YGQ6SYGP3PKBGA,B09F6S8BT6,4.3,16299.0
AGS3YC22FW2PCSH3I7ODDXETZ6BA,B09F6S8BT6,4.3,16299.0
AGGI2H2AGOIX6IBDJRWULYUP5DPQ,B09F6S8BT6,4.3,16299.0
AG4TU4LCQXF2XTLMMGMFTNWL3OOA,B09F6S8BT6,4.3,16299.0
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B09NHVCHS9,4.0,9378.0
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,B09NHVCHS9,4.0,9378.0
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B09NHVCHS9,4.0,9378.0
AHMGAC6QM62UXNEOCZIHLHSXPP2Q,B09NHVCHS9,4.0,9378.0
AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,B09NHVCHS9,4.0,9378.0
AEAMIR3CMSA32IDEINSJKHRNANTA,B09NHVCHS9,4.0,9378.0
AF355FTXYAKFH5NYPRTE7SL3WO3Q,B09NHVCHS9,4.0,9378.0
AG5DWPD54QGSLWJ6QUFERLPNAX4Q,B09NHVCHS9,4.0,9378.0
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0B1YVCJ2Y,4.3,4703.0
AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,B0B1YVCJ2Y,4.3,4703.0
AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,B0B1YVCJ2Y,4.3,4703.0
AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,B0B1YVCJ2Y,4.3,4703.0
AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,B0B1YVCJ2Y,4.3,4703.0
AFMECPERM2GI2XQJSBWEPZKODISQ,B0B1YVCJ2Y,4.3,4703.0
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0B1YVCJ2Y,4.3,4703.0
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0B1YVCJ2Y,4.3,4703.0
AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,B01M4GGIVU,4.2,12153.0
AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,B01M4GGIVU,4.2,12153.0
AG6CREU25N6P2H7RCHNIU6GGJ5BA,B01M4GGIVU,4.2,12153.0
AHFITGJEF76CXALJZLYP6OIC4EOA,B01M4GGIVU,4.2,12153.0
AG54MN24SX3EMMON4AMBUNL74K3Q,B01M4GGIVU,4.2,12153.0
AF3GETWWBGMLASY2KKNNBS2VO6DQ,B01M4GGIVU,4.2,12153.0
AHEIPXMFMVWHNPLGUXUIV5XNP2SA,B01M4GGIVU,4.2,12153.0
AFWQRBBVJWYTYUFQHUJE63S6VXJQ,B01M4GGIVU,4.2,12153.0
AFUT7ANZTZYGLXU65EQ2D5OP6UMA,B08B42LWKN,4.2,34899.0
AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,B08B42LWKN,4.2,34899.0
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B08B42LWKN,4.2,34899.0
AGCRCU432TIF4J2EL7GBEWOIULGQ,B08B42LWKN,4.2,34899.0
AERQBL3BISJQVHO3RLOOA4HKZX5A,B08B42LWKN,4.2,34899.0
AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,B08B42LWKN,4.2,34899.0
AH2347WTE3DZ3TIZUB5LCLZPAYEQ,B08B42LWKN,4.2,34899.0
AHIH3QL5XONYJWEXF7VKLFHZBDJA,B08B42LWKN,4.2,34899.0
AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,B094JNXNPV,4.0,2766.0
AHR735YWWYFTQI5VGEEYP3DZPB6Q,B094JNXNPV,4.0,2766.0
AEO5NTPVZBDP7EHO2NOJ3Q6QPN3A,B094JNXNPV,4.0,2766.0
AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,B094JNXNPV,4.0,2766.0
AGY65IJP7XREWO3GUDT46474CYKA,B094JNXNPV,4.0,2766.0
AE2E632GMYL5U2ESNXOX5UT5D34A,B094JNXNPV,4.0,2766.0
AFHE44JRHYO42EGIWNM2GC75ZIJA,B094JNXNPV,4.0,2766.0
AEMJJHRL3DAOOLBWHIDSFW56MJWQ,B094JNXNPV,4.0,2766.0
AHZWJCVEIEI76H2VGMUSN5D735IQ,B09W5XR9RT,4.4,184.0
AH2DFUHFTG4CKQFVGZSB4JHXSAWA,B09W5XR9RT,4.4,184.0
AGYTSAUTXMOPROERNJPXNEB2XWNQ,B09W5XR9RT,4.4,184.0
AF5JWNCDVWTXOFCICR6IYNOEQENQ,B09W5XR9RT,4.4,184.0
AEEFM3W6RGC2KDYG5B6N7VQXR4QA,B09W5XR9RT,4.4,184.0
AGRT55DXEGF2EOL63HOKKKBB2KFA,B09W5XR9RT,4.4,184.0
AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,B09W5XR9RT,4.4,184.0
AEGXNM3XGAHJGUJ7MIFPE7QFMJHA,B09W5XR9RT,4.4,184.0
AFA332YHUPB6I7KMME7SOFX5RKQQ,B077Z65HSD,4.3,20850.0
AH3LHRL5P4YAVOQQCH72G2PJFXSA,B077Z65HSD,4.3,20850.0
AGUUHLF34AIEIOE5KULXXVWKBCMA,B077Z65HSD,4.3,20850.0
AHWY6IG3PXBBJMLVFMHHKM25BVCQ,B077Z65HSD,4.3,20850.0
AEOKB3ECJUM6UQOBFKMEMQVVHL4A,B077Z65HSD,4.3,20850.0
AEYA6LQE25O2P6C7XV62XM3YV2EQ,B077Z65HSD,4.3,20850.0
AHMKSLALVS62JUHSHAI3FUXWDYYA,B077Z65HSD,4.3,20850.0
AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,B077Z65HSD,4.3,20850.0
AGBX233C7B7D7YZEL7ZLFWMQKFDQ,B00NH11PEY,4.5,74976.0
AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,B00NH11PEY,4.5,74976.0
AHJK4PVBRGDX4N5LYA4EKHULJOPQ,B00NH11PEY,4.5,74976.0
AFW6NV5N3FUXV3CNUACPSYC5AB3Q,B00NH11PEY,4.5,74976.0
AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,B00NH11PEY,4.5,74976.0
AGX3GCRGFU4IHAJZRUP655EEGSQA,B00NH11PEY,4.5,74976.0
AEG5JOZOUBWEAZOGQQR6YDVPTL6A,B00NH11PEY,4.5,74976.0
AGUQYXAUPX5VOWYZTIWXMUIGVGCQ,B00NH11PEY,4.5,74976.0
AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,B09CMM3VGK,4.0,1934.0
AGKG3U55NSBTQ4QBDCGLUGSEEICA,B09CMM3VGK,4.0,1934.0
AEK7TJPOW2SWCHCQOA7OEGXDZPCA,B09CMM3VGK,4.0,1934.0
AH4QNGP7K2SO6FBWTS4Y274VHV6A,B09CMM3VGK,4.0,1934.0
AH6CX2UTCOW6LXS74QK3TCQOHRIQ,B09CMM3VGK,4.0,1934.0
AG4T75DAKCNZ6EPYPMKBGV6J54JQ,B09CMM3VGK,4.0,1934.0
AF4GBAADHEMI3ZLPBAIZWYWN7GJA,B09CMM3VGK,4.0,1934.0
AGOMXFNBIQBEWLN4JDC65FDPTBDQ,B09CMM3VGK,4.0,1934.0
AHMKXORT3VNMB75C3EUBYMFYELFQ,B08QSC1XY8,4.3,974.0
AEKJRELVNMICYPOYTKMVF52YX2WQ,B08QSC1XY8,4.3,974.0
AHQPBXZSJ3XZILPJVXE4BN7ZL26A,B08QSC1XY8,4.3,974.0
AGELSEJKLWPVNPXQ7DGK63PEQF5A,B08QSC1XY8,4.3,974.0
AGGBXJFPXZVOJMMB6MMQOPLCJWGA,B08QSC1XY8,4.3,974.0
AEWA5TH6PMRZXMFY5MHCIU2MNFHA,B08QSC1XY8,4.3,974.0
AHPDFQLNLMNV5X4QNH6J7IUMREAQ,B08QSC1XY8,4.3,974.0
AGKQKPUOEC3LQR7GHBQYAHPTU4SA,B08QSC1XY8,4.3,974.0
AEQWVGESA7TDGK7KZ4DAJQGYH32A,B008FWZGSG,4.3,355.0
AECGAMNNIMW5QOPOBXRYQAKMQGEA,B008FWZGSG,4.3,355.0
AEA5X2W76STDCKVMFZ2WP7H7QFUA,B008FWZGSG,4.3,355.0
AEWMPOUFVOFZ3WMJGHLOYQ7VGUJQ,B008FWZGSG,4.3,355.0
AGLVW6SUWTW35HT5AYQR4CKA5IOA,B008FWZGSG,4.3,355.0
AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,B008FWZGSG,4.3,355.0
AHS7DI2FACP3P3FNVH7263NLW2TA,B008FWZGSG,4.3,355.0
AELNHGVCLQTWAEFDH244JJZZSVAQ,B008FWZGSG,4.3,355.0
AF477BP57JM7Z4JD4PYB2K33R6AQ,B0B4HJNPV4,3.9,1075.0
AGTDD34Y77OB36JNYQWQDN7MHECQ,B0B4HJNPV4,3.9,1075.0
AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,B0B4HJNPV4,3.9,1075.0
AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,B0B4HJNPV4,3.9,1075.0
AHCYM2ECKI2MNOIDHDG4PT6IIN6A,B0B4HJNPV4,3.9,1075.0
AECZ4IP3TBM4EUG52BZAOQV3EKIA,B0B4HJNPV4,3.9,1075.0
AH6RQDXZYKAUPNBOYC4NAZERTFOQ,B0B4HJNPV4,3.9,1075.0
AFTVETL4HGH4KRUF4NXGJUEDPBAQ,B0B4HJNPV4,3.9,1075.0
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B08Y1SJVV5,3.9,24871.0
AGRVINWECNY7323CWFXZYYIZOFTQ,B08Y1SJVV5,3.9,24871.0
AHBAT6VLOXWGYDL57KHCNCLPXAKA,B08Y1SJVV5,3.9,24871.0
AF7NDY2H6JVYTSQOZP76GCATQ34Q,B08Y1SJVV5,3.9,24871.0
AFV7ZA733ZLME4KNLZPMPCBUNPPA,B08Y1SJVV5,3.9,24871.0
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,B08Y1SJVV5,3.9,24871.0
AH2WGV2PEBUTICRPBEEVKF24G5LA,B08Y1SJVV5,3.9,24871.0
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08Y1SJVV5,3.9,24871.0
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,B07XLCFSSN,4.4,13552.0
AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,B07XLCFSSN,4.4,13552.0
AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,B07XLCFSSN,4.4,13552.0
AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,B07XLCFSSN,4.4,13552.0
AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,B07XLCFSSN,4.4,13552.0
AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,B07XLCFSSN,4.4,13552.0
